date,opponent,game_type,time,period,etype,team,player,result,points,type,x,y
20081028,POR,home,6:40,1,shot,LAL,Derek Fisher,missed,0,jump,15,23
20081028,POR,home,6:39,1,rebound,POR,,,0,,,
20081028,POR,home,6:21,1,shot,POR,Travis Outlaw,missed,0,jump,17,23
20081028,POR,home,6:20,1,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,6:05,1,shot,LAL,Kobe Bryant,missed,0,jump,8,8
20081028,POR,home,6:04,1,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,5:53,1,shot,POR,LaMarcus Aldridge,missed,0,jump,31,10
20081028,POR,home,5:52,1,rebound,POR,,,0,,,
20081028,POR,home,5:50,1,sub,LAL,,,0,,,
20081028,POR,home,5:50,1,sub,POR,,,0,,,
20081028,POR,home,5:40,1,turnover,POR,Brandon Roy,,0,,,
20081028,POR,home,5:24,1,shot,LAL,Derek Fisher,missed,0,driving layup,25,6
20081028,POR,home,5:22,1,rebound,POR,Brandon Roy,,0,def,,
20081028,POR,home,5:13,1,shot,POR,Steve Blake,missed,0,3pt,47,6
20081028,POR,home,5:12,1,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,5:04,1,shot,LAL,Kobe Bryant,made,2,driving layup,25,6
20081028,POR,home,4:46,1,shot,POR,Brandon Roy,missed,0,jump,14,15
20081028,POR,home,4:44,1,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,4:40,1,shot,LAL,Kobe Bryant,missed,0,layup,25,6
20081028,POR,home,4:38,1,rebound,POR,LaMarcus Aldridge,,0,def,,
20081028,POR,home,4:37,1,foul,LAL,Kobe Bryant,,0,personal,,
20081028,POR,home,4:14,1,shot,POR,LaMarcus Aldridge,made,2,turnaround jump,29,17
20081028,POR,home,4:06,1,shot,LAL,Vladimir Radmanovic,missed,0,3pt,1,6
20081028,POR,home,4:05,1,shot,LAL,Andrew Bynum,made,2,putback layup,25,6
20081028,POR,home,4:05,1,rebound,LAL,Andrew Bynum,,0,off,,
20081028,POR,home,3:48,1,shot,POR,Rudy Fernandez,missed,0,3pt,38,28
20081028,POR,home,3:47,1,rebound,LAL,,,0,,,
20081028,POR,home,3:46,1,sub,POR,,,0,,,
20081028,POR,home,3:34,1,shot,LAL,Lamar Odom,missed,0,3pt,41,26
20081028,POR,home,3:32,1,rebound,POR,Brandon Roy,,0,def,,
20081028,POR,home,3:24,1,shot,POR,Steve Blake,missed,0,3pt,44,24
20081028,POR,home,3:23,1,rebound,LAL,Vladimir Radmanovic,,0,def,,
20081028,POR,home,3:21,1,turnover,LAL,Vladimir Radmanovic,,0,,,
20081028,POR,home,3:09,1,shot,POR,Brandon Roy,missed,0,jump,43,17
20081028,POR,home,3:08,1,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,3:03,1,shot,LAL,Andrew Bynum,missed,0,slam dunk,25,6
20081028,POR,home,3:00,1,rebound,LAL,Derek Fisher,,0,off,,
20081028,POR,home,2:52,1,turnover,LAL,Lamar Odom,,0,,,
20081028,POR,home,2:52,1,timeout,LAL,,,0,regular,,
20081028,POR,home,2:52,1,sub,LAL,,,0,,,
20081028,POR,home,2:52,1,sub,LAL,,,0,,,
20081028,POR,home,2:52,1,sub,LAL,,,0,,,
20081028,POR,home,2:32,1,shot,POR,Brandon Roy,missed,0,layup,25,6
20081028,POR,home,2:32,1,shot,POR,Joel Przybilla,made,2,tip,25,6
20081028,POR,home,2:32,1,rebound,POR,Joel Przybilla,,0,off,,
20081028,POR,home,2:32,1,foul,LAL,Pau Gasol,,0,shooting,,
20081028,POR,home,2:32,1,free throw,POR,Joel Przybilla,missed,0,,,
20081028,POR,home,2:31,1,rebound,LAL,Trevor Ariza,,0,def,,
20081028,POR,home,2:11,1,shot,LAL,Trevor Ariza,made,2,dunk,25,6
20081028,POR,home,1:49,1,shot,POR,Rudy Fernandez,made,2,layup,25,6
20081028,POR,home,1:31,1,shot,LAL,Trevor Ariza,made,3,3pt,46,17
20081028,POR,home,1:18,1,shot,POR,Rudy Fernandez,made,2,jump,31,22
20081028,POR,home,1:12,1,turnover,LAL,Jordan Farmar,,0,,,
20081028,POR,home,1:12,1,sub,POR,,,0,,,
20081028,POR,home,1:12,1,sub,POR,,,0,,,
20081028,POR,home,0:59,1,shot,POR,Rudy Fernandez,missed,0,jump,38,13
20081028,POR,home,0:58,1,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,0:48,1,shot,LAL,Lamar Odom,missed,0,jump,14,23
20081028,POR,home,0:47,1,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,0:35,1,shot,POR,Channing Frye,missed,0,3pt,26,32
20081028,POR,home,0:33,1,rebound,LAL,Jordan Farmar,,0,def,,
20081028,POR,home,0:29,1,foul,POR,Sergio Rodriguez,,0,shooting,,
20081028,POR,home,0:29,1,sub,LAL,,,0,,,
20081028,POR,home,0:29,1,free throw,LAL,Jordan Farmar,made,1,,,
20081028,POR,home,0:29,1,free throw,LAL,Jordan Farmar,made,1,,,
20081028,POR,home,0:12,1,shot,POR,Joel Przybilla,made,2,slam dunk,25,6
20081028,POR,home,0:00,1,shot,LAL,Sasha Vujacic,missed,0,3pt,37,30
20081028,POR,home,0:00,1,rebound,LAL,,,0,,,
20081028,POR,home,11:37,2,shot,POR,Joel Przybilla,missed,0,layup,25,6
20081028,POR,home,11:36,2,rebound,POR,Channing Frye,,0,off,,
20081028,POR,home,11:35,2,shot,POR,Channing Frye,missed,0,layup,25,6
20081028,POR,home,11:35,2,rebound,POR,,,0,,,
20081028,POR,home,11:23,2,shot,POR,Sergio Rodriguez,missed,0,3pt,43,25
20081028,POR,home,11:22,2,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,11:15,2,shot,LAL,Lamar Odom,made,2,layup,25,6
20081028,POR,home,11:15,2,violation,POR,Joel Przybilla,,0,defensive goaltending,,
20081028,POR,home,11:15,2,foul,POR,Channing Frye,,0,shooting,,
20081028,POR,home,11:15,2,free throw,LAL,Lamar Odom,missed,0,,,
20081028,POR,home,11:12,2,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,10:51,2,shot,POR,Channing Frye,missed,0,3pt,17,32
20081028,POR,home,10:51,2,rebound,LAL,,,0,,,
20081028,POR,home,10:39,2,shot,LAL,Lamar Odom,made,2,hook bank,30,11
20081028,POR,home,10:19,2,turnover,POR,Sergio Rodriguez,,0,,,
20081028,POR,home,10:14,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,10:06,2,timeout,POR,,,0,regular,,
20081028,POR,home,10:06,2,sub,POR,,,0,,,
20081028,POR,home,10:06,2,sub,POR,,,0,,,
20081028,POR,home,9:45,2,shot,POR,Rudy Fernandez,made,3,3pt,9,26
20081028,POR,home,9:28,2,shot,LAL,Sasha Vujacic,missed,0,jump,6,8
20081028,POR,home,9:27,2,rebound,POR,Sergio Rodriguez,,0,def,,
20081028,POR,home,9:10,2,turnover,POR,LaMarcus Aldridge,,0,,,
20081028,POR,home,9:03,2,shot,LAL,Jordan Farmar,missed,0,running layup,25,6
20081028,POR,home,9:02,2,rebound,LAL,,,0,,,
20081028,POR,home,8:59,2,shot,LAL,Sasha Vujacic,missed,0,jump,6,5
20081028,POR,home,8:58,2,rebound,POR,Rudy Fernandez,,0,def,,
20081028,POR,home,8:41,2,shot,POR,LaMarcus Aldridge,missed,0,dunk,25,6
20081028,POR,home,8:39,2,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,8:33,2,shot,LAL,Sasha Vujacic,made,3,3pt,,
20081028,POR,home,8:07,2,turnover,POR,,,0,,,
20081028,POR,home,8:07,2,sub,POR,,,0,,,
20081028,POR,home,8:07,2,sub,LAL,,,0,,,
20081028,POR,home,7:55,2,shot,LAL,Pau Gasol,missed,0,jump,22,12
20081028,POR,home,7:53,2,rebound,POR,Greg Oden,,0,def,,
20081028,POR,home,7:37,2,shot,POR,LaMarcus Aldridge,missed,0,jump,27,16
20081028,POR,home,7:36,2,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,7:23,2,shot,LAL,Trevor Ariza,missed,0,jump,10,6
20081028,POR,home,7:21,2,rebound,POR,Greg Oden,,0,def,,
20081028,POR,home,7:08,2,shot,POR,Travis Outlaw,made,3,3pt,48,6
20081028,POR,home,6:50,2,turnover,LAL,Kobe Bryant,,0,,,
20081028,POR,home,6:44,2,shot,POR,Travis Outlaw,made,2,layup,25,6
20081028,POR,home,6:32,2,shot,LAL,Trevor Ariza,made,3,3pt,43,24
20081028,POR,home,6:16,2,foul,LAL,Jordan Farmar,,0,shooting,,
20081028,POR,home,6:16,2,free throw,POR,Rudy Fernandez,made,1,,,
20081028,POR,home,6:16,2,sub,LAL,,,0,,,
20081028,POR,home,6:16,2,free throw,POR,Rudy Fernandez,made,1,,,
20081028,POR,home,6:01,2,shot,LAL,Lamar Odom,missed,0,layup,25,6
20081028,POR,home,5:58,2,rebound,POR,Travis Outlaw,,0,def,,
20081028,POR,home,5:42,2,shot,POR,LaMarcus Aldridge,missed,0,jump,15,16
20081028,POR,home,5:41,2,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,5:36,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,5:10,2,foul,LAL,Lamar Odom,,0,personal,,
20081028,POR,home,5:10,2,timeout,OFF,,,0,official,,
20081028,POR,home,5:10,2,sub,LAL,,,0,,,
20081028,POR,home,5:10,2,sub,LAL,,,0,,,
20081028,POR,home,5:10,2,sub,POR,,,0,,,
20081028,POR,home,4:56,2,foul,LAL,Kobe Bryant,,0,shooting,,
20081028,POR,home,4:56,2,free throw,POR,Greg Oden,missed,0,,,
20081028,POR,home,4:56,2,rebound,POR,,,0,,,
20081028,POR,home,4:56,2,free throw,POR,Greg Oden,missed,0,,,
20081028,POR,home,4:55,2,rebound,LAL,Vladimir Radmanovic,,0,def,,
20081028,POR,home,4:34,2,shot,LAL,Kobe Bryant,missed,0,jump,43,6
20081028,POR,home,4:33,2,rebound,LAL,Kobe Bryant,,0,off,,
20081028,POR,home,4:30,2,shot,LAL,Kobe Bryant,made,2,pullup jump,16,22
20081028,POR,home,4:17,2,foul,LAL,Pau Gasol,,0,personal,,
20081028,POR,home,4:11,2,shot,POR,Travis Outlaw,missed,0,jump,31,11
20081028,POR,home,4:09,2,rebound,POR,Travis Outlaw,,0,off,,
20081028,POR,home,4:08,2,turnover,POR,Travis Outlaw,,0,,,
20081028,POR,home,4:03,2,shot,LAL,Vladimir Radmanovic,made,2,driving slam dunk,25,6
20081028,POR,home,3:44,2,shot,POR,Greg Oden,missed,0,hook,28,9
20081028,POR,home,3:40,2,rebound,POR,Greg Oden,,0,off,,
20081028,POR,home,3:37,2,turnover,POR,Greg Oden,,0,,,
20081028,POR,home,3:31,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,3:31,2,violation,POR,Travis Outlaw,,0,defensive goaltending,,
20081028,POR,home,3:16,2,shot,POR,Steve Blake,missed,0,3pt,48,11
20081028,POR,home,3:15,2,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,3:06,2,shot,LAL,Kobe Bryant,made,2,pullup jump,18,15
20081028,POR,home,2:42,2,shot,POR,Travis Outlaw,missed,0,jump,16,20
20081028,POR,home,2:41,2,rebound,LAL,Vladimir Radmanovic,,0,def,,
20081028,POR,home,2:35,2,turnover,LAL,Derek Fisher,,0,,,
20081028,POR,home,2:20,2,shot,POR,Steve Blake,made,3,3pt,49,12
20081028,POR,home,1:58,2,shot,LAL,Vladimir Radmanovic,made,3,3pt,8,28
20081028,POR,home,1:51,2,timeout,POR,,,0,short,,
20081028,POR,home,1:51,2,timeout,LAL,,,0,regular,,
20081028,POR,home,1:51,2,sub,POR,,,0,,,
20081028,POR,home,1:37,2,turnover,POR,Brandon Roy,,0,,,
20081028,POR,home,1:32,2,turnover,LAL,Kobe Bryant,,0,,,
20081028,POR,home,1:17,2,foul,LAL,Andrew Bynum,,0,shooting,,
20081028,POR,home,1:17,2,free throw,POR,Brandon Roy,made,1,,,
20081028,POR,home,1:17,2,free throw,POR,Brandon Roy,made,1,,,
20081028,POR,home,1:00,2,shot,LAL,Kobe Bryant,missed,0,jump,9,10
20081028,POR,home,0:59,2,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,0:46,2,shot,POR,LaMarcus Aldridge,missed,0,3pt,0,11
20081028,POR,home,0:44,2,rebound,POR,Travis Outlaw,,0,off,,
20081028,POR,home,0:43,2,shot,POR,Travis Outlaw,made,2,layup,25,6
20081028,POR,home,0:33,2,shot,LAL,Kobe Bryant,missed,0,jump,17,14
20081028,POR,home,0:31,2,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,0:11,2,shot,POR,Steve Blake,made,3,3pt,1,7
20081028,POR,home,0:03,2,turnover,LAL,Kobe Bryant,,0,,,
20081028,POR,home,11:39,3,shot,POR,Steve Blake,missed,0,layup,25,6
20081028,POR,home,11:37,3,rebound,POR,Steve Blake,,0,off,,
20081028,POR,home,11:35,3,shot,POR,Travis Outlaw,made,3,3pt,1,6
20081028,POR,home,11:20,3,shot,LAL,Andrew Bynum,missed,0,jump,14,19
20081028,POR,home,11:19,3,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,10:59,3,shot,POR,Travis Outlaw,made,2,jump,42,10
20081028,POR,home,10:39,3,shot,LAL,Derek Fisher,missed,0,jump,34,9
20081028,POR,home,10:37,3,rebound,LAL,Derek Fisher,,0,off,,
20081028,POR,home,10:36,3,shot,LAL,Derek Fisher,missed,0,layup,25,6
20081028,POR,home,10:36,3,rebound,POR,Steve Blake,,0,def,,
20081028,POR,home,10:28,3,shot,POR,Brandon Roy,missed,0,3pt,48,10
20081028,POR,home,10:27,3,rebound,LAL,Derek Fisher,,0,def,,
20081028,POR,home,10:22,3,shot,LAL,Derek Fisher,missed,0,driving layup,25,6
20081028,POR,home,10:20,3,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,10:04,3,shot,POR,LaMarcus Aldridge,made,2,jump,20,10
20081028,POR,home,9:37,3,shot,LAL,Kobe Bryant,missed,0,jump,9,17
20081028,POR,home,9:36,3,rebound,POR,Steve Blake,,0,def,,
20081028,POR,home,9:27,3,shot,POR,Travis Outlaw,missed,0,3pt,1,8
20081028,POR,home,9:26,3,rebound,LAL,,,0,,,
20081028,POR,home,9:06,3,foul,POR,Joel Przybilla,,0,personal,,
20081028,POR,home,9:00,3,shot,LAL,Kobe Bryant,made,3,3pt,16,29
20081028,POR,home,8:41,3,shot,POR,Steve Blake,missed,0,jump,32,24
20081028,POR,home,8:39,3,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,8:33,3,shot,LAL,Kobe Bryant,made,2,driving reverse layup,25,6
20081028,POR,home,8:33,3,foul,POR,Joel Przybilla,,0,shooting,,
20081028,POR,home,8:33,3,free throw,LAL,Kobe Bryant,missed,0,,,
20081028,POR,home,8:32,3,rebound,POR,LaMarcus Aldridge,,0,def,,
20081028,POR,home,8:07,3,shot,POR,Brandon Roy,missed,0,3pt,7,28
20081028,POR,home,8:05,3,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,7:59,3,shot,LAL,Andrew Bynum,missed,0,jump,25,18
20081028,POR,home,7:58,3,rebound,POR,,,0,,,
20081028,POR,home,7:46,3,turnover,POR,Travis Outlaw,,0,,,
20081028,POR,home,7:38,3,shot,LAL,Kobe Bryant,missed,0,jump,29,28
20081028,POR,home,7:37,3,rebound,POR,Steve Blake,,0,def,,
20081028,POR,home,7:24,3,shot,POR,LaMarcus Aldridge,missed,0,jump,39,13
20081028,POR,home,7:23,3,rebound,LAL,Andrew Bynum,,0,def,,
20081028,POR,home,7:07,3,foul,POR,LaMarcus Aldridge,,0,shooting,,
20081028,POR,home,7:07,3,free throw,LAL,Kobe Bryant,made,1,,,
20081028,POR,home,7:07,3,sub,LAL,,,0,,,
20081028,POR,home,7:07,3,free throw,LAL,Kobe Bryant,made,1,,,
20081028,POR,home,6:47,3,shot,POR,LaMarcus Aldridge,missed,0,turnaround jump,21,18
20081028,POR,home,6:44,3,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,6:40,3,foul,POR,LaMarcus Aldridge,,0,shooting,,
20081028,POR,home,6:40,3,free throw,LAL,Kobe Bryant,made,1,,,
20081028,POR,home,6:40,3,timeout,POR,,,0,regular,,
20081028,POR,home,6:40,3,free throw,LAL,Kobe Bryant,made,1,,,
20081028,POR,home,6:19,3,shot,POR,Joel Przybilla,missed,0,jump,21,8
20081028,POR,home,6:17,3,rebound,LAL,Kobe Bryant,,0,def,,
20081028,POR,home,6:09,3,turnover,LAL,Pau Gasol,,0,,,
20081028,POR,home,5:49,3,shot,POR,Travis Outlaw,made,2,jump,13,22
20081028,POR,home,5:21,3,shot,LAL,Kobe Bryant,made,2,jump,44,6
20081028,POR,home,5:00,3,shot,POR,Brandon Roy,missed,0,layup,25,6
20081028,POR,home,4:59,3,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,4:47,3,shot,LAL,Vladimir Radmanovic,made,3,3pt,1,5
20081028,POR,home,4:29,3,shot,POR,Steve Blake,made,3,3pt,14,29
20081028,POR,home,4:23,3,foul,POR,Joel Przybilla,,0,shooting,,
20081028,POR,home,4:23,3,sub,POR,,,0,,,
20081028,POR,home,4:23,3,sub,POR,,,0,,,
20081028,POR,home,4:23,3,free throw,LAL,Derek Fisher,made,1,,,
20081028,POR,home,4:23,3,free throw,LAL,Derek Fisher,made,1,,,
20081028,POR,home,4:05,3,violation,LAL,Vladimir Radmanovic,,0,kicked ball,,
20081028,POR,home,3:52,3,shot,POR,Travis Outlaw,missed,0,jump,33,15
20081028,POR,home,3:51,3,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,3:35,3,shot,LAL,Kobe Bryant,made,2,driving finger roll layup,25,6
20081028,POR,home,3:25,3,foul,LAL,Kobe Bryant,,0,personal,,
20081028,POR,home,3:18,3,shot,POR,Channing Frye,missed,0,jump,11,22
20081028,POR,home,3:17,3,rebound,LAL,Derek Fisher,,0,def,,
20081028,POR,home,3:00,3,turnover,LAL,Pau Gasol,,0,,,
20081028,POR,home,2:36,3,turnover,POR,,,0,,,
20081028,POR,home,2:36,3,timeout,LAL,,,0,regular,,
20081028,POR,home,2:36,3,sub,POR,,,0,,,
20081028,POR,home,2:36,3,sub,LAL,,,0,,,
20081028,POR,home,2:36,3,sub,LAL,,,0,,,
20081028,POR,home,2:21,3,shot,LAL,Lamar Odom,made,2,jump,37,9
20081028,POR,home,2:01,3,shot,POR,Rudy Fernandez,missed,0,3pt,38,32
20081028,POR,home,2:00,3,rebound,POR,Brandon Roy,,0,off,,
20081028,POR,home,1:55,3,shot,POR,Brandon Roy,made,2,jump,12,16
20081028,POR,home,1:34,3,shot,LAL,Kobe Bryant,missed,0,jump,38,19
20081028,POR,home,1:33,3,rebound,POR,Jerryd Bayless,,0,def,,
20081028,POR,home,1:24,3,shot,POR,Brandon Roy,made,3,3pt,2,9
20081028,POR,home,1:17,3,foul,POR,Channing Frye,,0,shooting,,
20081028,POR,home,1:17,3,free throw,LAL,Lamar Odom,made,1,,,
20081028,POR,home,1:17,3,sub,LAL,,,0,,,
20081028,POR,home,1:17,3,free throw,LAL,Lamar Odom,made,1,,,
20081028,POR,home,1:03,3,shot,POR,Jerryd Bayless,missed,0,jump,13,18
20081028,POR,home,1:02,3,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,0:57,3,foul,POR,Channing Frye,,0,personal,,
20081028,POR,home,0:57,3,free throw,LAL,Lamar Odom,missed,0,,,
20081028,POR,home,0:57,3,rebound,LAL,,,0,,,
20081028,POR,home,0:57,3,free throw,LAL,Lamar Odom,made,1,,,
20081028,POR,home,0:43,3,shot,POR,Brandon Roy,missed,0,layup,25,6
20081028,POR,home,0:42,3,rebound,LAL,Pau Gasol,,0,def,,
20081028,POR,home,0:31,3,shot,LAL,Pau Gasol,missed,0,layup,25,6
20081028,POR,home,0:30,3,rebound,POR,Channing Frye,,0,def,,
20081028,POR,home,0:24,3,foul,LAL,Jordan Farmar,,0,personal,,
20081028,POR,home,0:21,3,shot,POR,Rudy Fernandez,missed,0,jump,8,5
20081028,POR,home,0:20,3,rebound,POR,LaMarcus Aldridge,,0,off,,
20081028,POR,home,0:20,3,shot,POR,LaMarcus Aldridge,made,2,putback dunk,25,6
20081028,POR,home,0:03,3,shot,LAL,Jordan Farmar,missed,0,jump,34,27
20081028,POR,home,0:01,3,rebound,POR,Rudy Fernandez,,0,def,,
20081028,POR,home,11:49,4,jump ball,OFF,,,0,,,
20081028,POR,home,11:36,4,shot,LAL,Sasha Vujacic,missed,0,jump,14,24
20081028,POR,home,11:35,4,rebound,POR,Jerryd Bayless,,0,def,,
20081028,POR,home,11:22,4,foul,LAL,Sasha Vujacic,,0,personal,,
20081028,POR,home,11:11,4,turnover,POR,Jerryd Bayless,,0,,,
20081028,POR,home,11:06,4,shot,LAL,Trevor Ariza,missed,0,driving layup,25,6
20081028,POR,home,11:04,4,shot,LAL,Jordan Farmar,missed,0,tip,25,6
20081028,POR,home,11:04,4,rebound,LAL,Jordan Farmar,,0,off,,
20081028,POR,home,11:03,4,rebound,POR,Channing Frye,,0,def,,
20081028,POR,home,11:03,4,foul,LAL,Jordan Farmar,,0,personal,,
20081028,POR,home,11:03,4,foul,LAL,Trevor Ariza,,0,technical,,
20081028,POR,home,11:03,4,free throw,POR,Rudy Fernandez,made,1,,,
20081028,POR,home,10:55,4,foul,LAL,Andrew Bynum,,0,personal,,
20081028,POR,home,10:47,4,shot,POR,Brandon Roy,made,3,3pt,32,34
20081028,POR,home,10:35,4,shot,LAL,Sasha Vujacic,made,2,jump,5,10
20081028,POR,home,10:20,4,shot,POR,Jerryd Bayless,missed,0,jump,14,24
20081028,POR,home,10:19,4,rebound,LAL,Lamar Odom,,0,def,,
20081028,POR,home,10:14,4,foul,POR,Channing Frye,,0,shooting,,
20081028,POR,home,10:14,4,sub,POR,,,0,,,
20081028,POR,home,10:14,4,free throw,LAL,Jordan Farmar,made,1,,,
20081028,POR,home,10:14,4,sub,POR,,,0,,,
20081028,POR,home,10:14,4,free throw,LAL,Jordan Farmar,made,1,,,
20081028,POR,home,9:57,4,foul,POR,Jerryd Bayless,,0,offensive,,
20081028,POR,home,9:57,4,turnover,POR,Jerryd Bayless,,0,,,
20081028,POR,home,9:48,4,foul,POR,Jerryd Bayless,,0,personal,,
20081028,POR,home,9:42,4,shot,LAL,Andrew Bynum,made,2,alley oop dunk,25,6
20081028,POR,home,9:38,4,timeout,POR,,,0,regular,,
20081028,POR,home,9:22,4,shot,POR,Brandon Roy,made,2,jump,11,19
20081028,POR,home,8:54,4,turnover,LAL,Jordan Farmar,,0,,,
20081028,POR,home,8:49,4,shot,POR,Jerryd Bayless,missed,0,layup,25,6
20081028,POR,home,8:46,4,rebound,LAL,Sasha Vujacic,,0,def,,
20081028,POR,home,8:45,4,turnover,LAL,Lamar Odom,,0,,,
20081028,POR,home,8:40,4,shot,POR,Rudy Fernandez,made,3,3pt,44,26
20081028,POR,home,8:20,4,shot,LAL,Andrew Bynum,made,2,layup,25,6
20081028,POR,home,7:53,4,shot,POR,Travis Outlaw,missed,0,3pt,1,5
20081028,POR,home,7:51,4,rebound,LAL,Jordan Farmar,,0,def,,
20081028,POR,home,7:37,4,shot,LAL,Trevor Ariza,made,2,layup,25,6
20081028,POR,home,7:37,4,foul,POR,Joel Przybilla,,0,shooting,,
20081028,POR,home,7:37,4,free throw,LAL,Trevor Ariza,made,1,,,
20081028,POR,home,7:20,4,shot,POR,Brandon Roy,made,2,jump,33,17
20081028,POR,home,6:59,4,shot,LAL,Jordan Farmar,missed,0,jump,22,25
20081028,POR,home,6:58,4,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,6:51,4,shot,POR,Travis Outlaw,made,2,layup,25,6
20081028,POR,home,6:25,4,shot,LAL,Andrew Bynum,missed,0,jump,29,13
20081028,POR,home,6:24,4,shot,LAL,Jordan Farmar,missed,0,tip,25,6
20081028,POR,home,6:24,4,rebound,LAL,Jordan Farmar,,0,off,,
20081028,POR,home,6:21,4,rebound,POR,Joel Przybilla,,0,def,,
20081028,POR,home,6:14,4,shot,POR,Travis Outlaw,missed,0,jump,11,11
